,Date,Open,High,Low,Adj Close,RSI,EMAF,EMAM,EMAS,TARGET,TargetClass,TargetNextClose
0,2015-02-13,221.968994140625,240.25900268554688,221.26199340820312,235.427001953125,50.01907228743337,229.312807380389,288.6405049182852,327.9327731323242,21.793014526367188,1,257.3210144042969
1,2015-02-14,235.5279998779297,259.8080139160156,235.5279998779297,257.3210144042969,58.17452600354474,231.98025566838024,288.02031698731514,326.9975180498338,-22.681991577148438,0,234.8249969482422
2,2015-02-15,257.5069885253906,265.6109924316406,227.6840057373047,234.8249969482422,49.315763156965836,232.25118340931948,286.9669443132741,325.776689955773,-0.9819946289062216,0,233.84300231933597
3,2015-02-16,234.8249969482422,239.52099609375,229.02200317382807,233.84300231933597,48.96701609482541,232.4027852102734,285.9149850658694,324.55902521886657,10.188003540039091,1,243.6100006103516
4,2015-02-17,233.4219970703125,245.7749938964844,232.31399536132807,243.6100006103516,52.543342649377756,233.4701390578999,285.07726260140373,323.4868527074955,-7.4539947509765625,0,236.3260040283203
5,2015-02-18,243.77999877929688,244.25100708007807,232.33999633789065,236.3260040283203,49.75713539075118,233.74212619793994,284.111891144511,322.332404380619,3.873001098632841,1,240.2830047607422
6,2015-02-19,236.41000366210935,242.6719970703125,235.5919952392578,240.2830047607422,51.26141395826332,234.36506701344493,283.2439924042383,321.2456573657862,3.5279998779297443,1,243.7790069580078
7,2015-02-20,240.25100708007807,247.1009979248047,239.2989959716797,243.7790069580078,52.604668236023265,235.2616327224509,282.46250754391696,320.2196090160143,0.7819976806640625,1,244.53399658203125
8,2015-02-21,243.7519989013672,255.32000732421875,243.1840057373047,244.53399658203125,52.90499405648144,236.14471499479188,281.7114479209093,319.2171505731801,-8.567001342773438,0,235.9770050048828
9,2015-02-22,244.54400634765625,246.3919982910156,233.8509979248047,235.9770050048828,49.1249038586124,236.12874261480053,280.80581538791864,318.1146320888318,2.8970031738280966,1,238.8919982910156
10,2015-02-23,235.9949951171875,240.10899353027344,232.42100524902344,238.8919982910156,50.41793731072602,236.39190982205912,279.97583881174234,317.0653256809137,-0.2630004882812216,0,238.7350006103516
11,2015-02-24,238.9980010986328,239.9010009765625,236.4019927978516,238.7350006103516,50.34410065705286,236.61506132570602,279.1591885503287,316.0278379316348,-1.4199981689453125,0,237.47000122070312
12,2015-02-25,238.88999938964844,239.33999633789065,235.52999877929688,237.47000122070312,49.71555114566346,236.69648417284859,278.3336600883559,314.9873367831457,-0.9110107421875284,0,236.42599487304688
13,2015-02-26,237.3370056152344,237.7100067138672,234.2570037841797,236.42599487304688,49.17268732841519,236.67072328715318,277.50380533161706,313.9467892081775,17.391998291015625,1,253.8280029296875
14,2015-02-27,236.43600463867188,256.65301513671875,236.43600463867188,253.8280029296875,57.4670591403907,238.3047499197755,277.0349775612818,313.1505138932306,0.7429962158203409,1,254.26300048828125
15,2015-02-28,253.5200042724609,254.69200134277344,249.47900390625,254.26300048828125,57.65214296570285,239.82458330725223,276.5840473222125,312.3705468282644,5.9189910888671875,1,260.2019958496094
16,2015-03-01,254.2830047607422,261.6600036621094,245.93299865722656,260.2019958496094,60.1864725982595,241.76528926366717,276.25965026334904,311.6795726431167,15.313018798828125,1,275.6700134277344
17,2015-03-02,260.35699462890625,276.3009948730469,258.31298828125,275.6700134277344,65.88386780834827,244.99431061262595,276.2479742864062,311.20262483893947,6.656005859375,1,281.7019958496094
18,2015-03-03,275.0459899902344,285.7959899902344,268.1610107421875,281.7019958496094,67.808616214364,248.4902806351958,276.3559747134003,310.8118880311338,-8.897979736328125,0,273.0920104980469
19,2015-03-04,281.989990234375,284.2250061035156,268.1260070800781,273.0920104980469,62.4226691155714,250.8333025268959,276.29134175864084,310.3122870042055,3.438995361328125,1,276.1780090332031
20,2015-03-05,272.739013671875,281.6669921875,264.7690124511719,276.1780090332031,63.53494022763688,253.24708409892517,276.28909754625596,309.86017736220543,-2.87701416015625,0,272.7229919433594
21,2015-03-06,275.6000061035156,277.6080017089844,270.0150146484375,272.7229919433594,61.356415875030144,255.10193246506174,276.21848159372337,309.3682941116247,3.96697998046875,1,276.260986328125
22,2015-03-07,272.29400634765625,277.85400390625,270.13299560546875,276.260986328125,62.757483118258364,257.11708045202016,276.2193232716323,308.9297867237638,-2.079010009765625,0,274.35400390625
23,2015-03-08,276.4330139160156,277.8580017089844,272.56500244140625,274.35400390625,61.47041800082045,258.7586922095659,276.182386254496,308.4718293354524,14.79498291015625,1,289.60699462890625
24,2015-03-09,274.81201171875,292.70098876953125,273.8930053710937,289.60699462890625,67.22990996141952,261.6966257733126,276.44822008369226,308.22196397510083,1.89801025390625,1,291.760009765625
25,2015-03-10,289.86199951171875,300.04400634765625,289.7430114746094,291.760009765625,67.95436928011054,264.55980520115185,276.75142383977015,308.00392484649853,4.85400390625,1,296.3789978027344
26,2015-03-11,291.5249938964844,297.3909912109375,290.50799560546875,296.3789978027344,69.50404756596369,267.59020449654065,277.14008867071993,307.8499523028725,-1.77301025390625,0,294.35400390625
27,2015-03-12,296.12701416015625,297.0880126953125,292.4129943847656,294.35400390625,67.96032839614406,270.1391377736558,277.4809582793443,307.67119801947354,-8.781005859375,0,285.3370056152344
28,2015-03-13,294.1180114746094,294.4979858398437,285.3370056152344,285.3370056152344,61.448933392518924,271.5865537585681,277.6365235731243,307.37538090153663,-2.556976318359375,0,281.885009765625
29,2015-03-14,284.4419860839844,286.3420104980469,280.9760131835937,281.885009765625,59.12532150645562,272.5673590925735,277.7206520125797,307.0377600917895,4.968017578124943,1,286.3930053710937
30,2015-03-15,281.42498779296875,286.52899169921875,280.9960021972656,286.3930053710937,61.179269245380524,273.8840873095754,277.8923817820552,306.7643196319127,4.907989501953182,1,290.5929870605469
31,2015-03-16,285.6849975585937,294.11199951171875,285.6849975585937,290.5929870605469,63.03352735811251,275.47541109538224,278.14387891628274,306.5501297965304,-5.089996337890625,0,285.5050048828125
32,2015-03-17,290.5950012207031,292.364990234375,284.3739929199219,285.5050048828125,59.35379380410761,276.4306105037089,278.2896437869071,306.2713864201898,-28.767974853515625,0,256.29901123046875
33,2015-03-18,285.0669860839844,285.33599853515625,249.8699951171875,256.29901123046875,43.673548023149735,274.5133153348289,277.85418571648256,305.60950065608756,5.048004150390625,1,260.9280090332031
34,2015-03-19,255.8800048828125,264.2439880371094,248.6360015869141,260.9280090332031,46.091991181392956,273.219476639436,277.5190139009721,305.0176928200229,0.7929992675781818,1,261.7489929199219
35,2015-03-20,260.9559936523437,264.8479919433594,259.1619873046875,261.7489929199219,46.52826449737701,272.1270496185299,277.20673625778295,304.44459745710765,-1.6190185546875,0,260.0249938964844
36,2015-03-21,261.6440124511719,262.1960144042969,255.6499938964844,260.0249938964844,45.6962111764468,270.97447288309695,276.86650373577703,303.8562583370994,8.042999267578125,1,267.9599914550781
37,2015-03-22,259.9169921875,269.7470092773437,259.5899963378906,267.9599914550781,50.09703199380303,270.68737941376185,276.6901371559612,303.38081109362895,-1.154998779296875,0,266.739990234375
38,2015-03-23,267.8949890136719,277.2969970703125,261.7449951171875,266.739990234375,49.43704894054769,270.3114375871536,276.4931045436526,302.8955022080759,-20.98199462890625,0,245.59500122070312
39,2015-03-24,266.5769958496094,267.00299072265625,244.15499877929688,245.59500122070312,39.719891079312184,267.95749126653925,275.88126091349517,302.13655517513064,-1.2749938964843466,0,246.19700622558597
40,2015-03-25,247.4720001220703,249.19000244140625,236.51499938964844,246.19700622558597,40.07916067824344,265.8850641197818,275.2934538899722,301.39563399699097,2.255996704101591,1,248.5319976806641
41,2015-03-26,246.2760009765625,254.35400390625,244.90499877929688,248.5319976806641,41.52742254509644,264.23239112558014,274.7635240640453,300.6954533835297,-1.5369873046875,0,247.0290069580078
42,2015-03-27,248.5659942626953,256.8110046386719,245.21299743652344,247.0290069580078,40.846560803874155,262.59397358581134,274.21432570550996,299.984639523589,5.822998046875057,1,252.79800415039065
43,2015-03-28,246.9750061035156,254.2050018310547,246.9750061035156,252.79800415039065,44.583131361321925,261.6610241157713,273.79024013016107,299.35965097559966,-10.027008056640653,0,242.71299743652344
44,2015-03-29,252.7400054931641,253.13900756835935,240.8500061035156,242.71299743652344,39.86641793576743,259.8564501463191,273.17484918573257,298.6093641737576,4.647003173828097,1,247.5260009765625
45,2015-03-30,242.8789978027344,249.24200439453125,239.2140045166016,247.5260009765625,42.95250863774706,258.6821216539613,272.6669512013925,297.9327633367087,-3.2299957275390625,0,244.2239990234375
46,2015-03-31,247.45399475097656,248.72999572753903,242.73899841308597,244.2239990234375,41.391077930492614,257.3051575939114,272.1037244255914,297.2213889749435,3.0489959716796307,1,247.27200317382807
