Actual,Predicted
63841.12109375,64717.703
60636.85546874999,64763.44
58254.01171875001,64625.965
59123.43359375,63936.477
62889.83593750001,61918.793
63891.47265624999,61074.7
64031.13281250001,62594.17
63161.94921875,65043.617
62334.81640625,66041.484
61187.94140625,66370.7
63049.9609375,65928.03
60792.77734374999,64965.043
60793.7109375,64777.914
61448.39453125001,64774.637
62901.44921874999,64257.664
61552.78906249999,64300.703
