Actual,Predicted
63841.12109375,64296.363
60636.85546874999,64857.766
58254.01171875001,64274.957
59123.43359375,62470.613
62889.83593750001,59614.33
63891.47265624999,60203.434
64031.13281250001,63124.62
63161.94921875,66094.13
62334.81640625,66054.414
61187.94140625,65970.96
63049.9609375,65254.688
60792.77734374999,63799.13
60793.7109375,64130.324
61448.39453125001,63736.75
62901.44921874999,63384.824
61552.78906249999,63878.87
